"LOCATION","Country","SUBJECT","Subject","GEO_COVERAGE","Geographical coverage","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LTU","Lithuania","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.351161409,,
"LTU","Lithuania","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,6.465,,
"LTU","Lithuania","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,8.561499084,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",120.385,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",112.09,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",106.21,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.2025,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.2525,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",111.5625,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",121.175,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",109.645,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",104.22,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.2025,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",99.9975,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",100.335,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",109.405,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",119.46,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",112.8,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",106.8425,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",99.4425,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",99.9975,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.7725,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",111.89,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.71319483,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,-6.890393321,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,-5.245784637,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-6.597777987,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.803911192,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.2525,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,8.048231278,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.241445197,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,-9.515164019,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,-4.947786037,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-5.773843792,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.827855706,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.337508438,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,9.039716948,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.663590975,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,-5.575087896,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,-5.281471631,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,-6.926082785,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.558111471,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.775094377,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,7.822399961,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.71319483,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-6.890393321,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-5.245784637,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-6.597777987,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.803911192,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.2525,,
"SVN","Slovenia","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,8.048231278,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.241445197,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-9.515164019,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-4.947786037,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-5.773843792,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.827855706,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.337508438,,
"SVN","Slovenia","RPNW01","RPPI - Sales of newly-built dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,9.039716948,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.663590975,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-5.575087896,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-5.281471631,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-6.926082785,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,0.558111471,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.775094377,,
"SVN","Slovenia","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,7.822399961,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",98.82,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",96.975,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",95.7925,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.35,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",104.345,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",108.8625,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.335059397,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,-1.867030965,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,-1.21938644,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.62591017,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.72213662,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,4.345,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.329388088,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,0.335059397,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-1.867030965,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-1.21938644,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.62591017,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.72213662,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,4.345,,
"EU28","European Union (28 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,4.329388088,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",102.64,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",100.395,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",98.3,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.4825,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.545,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",107.6225,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.105720689,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,-2.18725643,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,-2.086757309,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.185656155,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.540882898,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.545,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.937901396,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.105720689,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,-2.18725643,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-2.086757309,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.185656155,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.540882898,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.545,,
"EA19","Euro area (19 countries)","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.937901396,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2011-Q1","Q1-2011","IDX","Index","0","Units","2015_100","2015=100",80.40712468,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2011-Q2","Q2-2011","IDX","Index","0","Units","2015_100","2015=100",79.85907223,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2011-Q3","Q3-2011","IDX","Index","0","Units","2015_100","2015=100",78.44979448,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2011-Q4","Q4-2011","IDX","Index","0","Units","2015_100","2015=100",77.82344882,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2012-Q1","Q1-2012","IDX","Index","0","Units","2015_100","2015=100",78.29320806,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2012-Q2","Q2-2012","IDX","Index","0","Units","2015_100","2015=100",78.6063809,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2012-Q3","Q3-2012","IDX","Index","0","Units","2015_100","2015=100",78.44979448,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2012-Q4","Q4-2012","IDX","Index","0","Units","2015_100","2015=100",80.17224506,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2013-Q1","Q1-2013","IDX","Index","0","Units","2015_100","2015=100",80.72029751,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2013-Q2","Q2-2013","IDX","Index","0","Units","2015_100","2015=100",82.75592092,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2013-Q3","Q3-2013","IDX","Index","0","Units","2015_100","2015=100",84.79154433,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2013-Q4","Q4-2013","IDX","Index","0","Units","2015_100","2015=100",88.15815228,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2015_100","2015=100",89.41084361,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2015_100","2015=100",91.13329419,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2015_100","2015=100",92.2293991,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2015_100","2015=100",94.10843609,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2015_100","2015=100",95.59600705,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2015_100","2015=100",100.0587199,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2015_100","2015=100",102.0943433,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2015_100","2015=100",102.2509297,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2015_100","2015=100",102.0943433,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2015_100","2015=100",104.1299667,,
"AUS","Australia","RPST01","RPPI - Total stock of newly-built and existing residential dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2015_100","2015=100",105.6958309,,
