"LOCATION","Country","SUBJECT","Subject","GEO_COVERAGE","Geographical coverage","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,3.727070919,,
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,1.971164677,,
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,4.451563018,,
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,4.008037225,,
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,4.280630402,,
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,1.920826833,,
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,2.592557161,,
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-0.167847818,,
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,2.652718102,,
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,1.583257507,,
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,2.660336797,,
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,2.09405811,,
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.085377318,,
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,-3.770713561,,
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,-1.432085749,,
"SWE","Sweden","RPEX01","RPPI - Sales of existing dwellings; all types of dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.258490062,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2011-Q1","Q1-2011","IDX","Index","0","Units","2015_100","2015=100",83.70512614,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2011-Q2","Q2-2011","IDX","Index","0","Units","2015_100","2015=100",84.36893564,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2011-Q3","Q3-2011","IDX","Index","0","Units","2015_100","2015=100",87.1622386,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2011-Q4","Q4-2011","IDX","Index","0","Units","2015_100","2015=100",86.67954253,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2012-Q1","Q1-2012","IDX","Index","0","Units","2015_100","2015=100",89.4302427,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2012-Q2","Q2-2012","IDX","Index","0","Units","2015_100","2015=100",90.49603182,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2012-Q3","Q3-2012","IDX","Index","0","Units","2015_100","2015=100",92.32308343,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2012-Q4","Q4-2012","IDX","Index","0","Units","2015_100","2015=100",92.54507296,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2013-Q1","Q1-2013","IDX","Index","0","Units","2015_100","2015=100",95.07508542,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2013-Q2","Q2-2013","IDX","Index","0","Units","2015_100","2015=100",95.20118645,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2013-Q3","Q3-2013","IDX","Index","0","Units","2015_100","2015=100",95.97625801,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2013-Q4","Q4-2013","IDX","Index","0","Units","2015_100","2015=100",96.89117182,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2015_100","2015=100",97.25617895,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2015_100","2015=100",98.10419713,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2015_100","2015=100",98.60462504,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2015_100","2015=100",99.26096246,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2015_100","2015=100",100.4738933,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2015_100","2015=100",99.50193908,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2015_100","2015=100",99.91246028,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2015_100","2015=100",100.1117074,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2015_100","2015=100",101.3895539,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2015_100","2015=100",98.94437998,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2015_100","2015=100",97.94237351,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2015_100","2015=100",97.05502885,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2015_100","2015=100",97.1915363,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2015_100","2015=100",98.04643659,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2017-Q3","Q3-2017","IDX","Index","0","Units","2015_100","2015=100",99.27750693,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2017-Q4","Q4-2017","IDX","Index","0","Units","2015_100","2015=100",100.2966465,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015_100","2015=100",100.627408,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015_100","2015=100",101.0183752,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,8.605628246,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,8.30005296,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,9.41971591,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,8.179784971,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,6.839624794,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,7.262265588,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,5.920964071,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,6.766914385,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,6.312006487,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,5.199293864,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,3.956946023,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,4.69619691,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,2.294074753,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,3.049342968,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,2.7385596,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,2.445827206,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,3.308493469,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,1.424752452,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,1.326342695,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,0.857079036,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,0.911341849,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-0.560349989,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-1.971812883,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-3.053267786,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,-4.140483365,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,-0.907523385,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.363182624,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,3.339979021,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,3.535155245,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GY","Percentage change on the same period of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,3.031154128,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,4.467585803,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,0.79303327,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,3.310819252,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,-0.553790355,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,3.173413344,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,1.191754697,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,2.018930087,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,0.240448567,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,2.733816482,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,0.132633092,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,0.814140655,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,0.953270974,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,0.376718669,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,0.871942727,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,0.510098365,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,0.665625393,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,1.221961575,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,-0.967369894,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,0.412576073,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,0.199421654,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,1.276420701,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,-2.411662584,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-1.012696695,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-0.905986484,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,0.140649542,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.879603641,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,1.255599266,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,1.026556317,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.329783254,,
"CHE","Switzerland","RP01MF","RPPI - Sales of newly-built and existing dwellings; multi-family dwellings","CN","Whole country","GP","Percentage change from previous period","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.388529543,,
"TUR","Turkey","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2011-Q1","Q1-2011","IDX","Index","0","Units","2015_100","2015=100",62.72749988,,
"TUR","Turkey","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2011-Q2","Q2-2011","IDX","Index","0","Units","2015_100","2015=100",63.95682375,,
"TUR","Turkey","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2011-Q3","Q3-2011","IDX","Index","0","Units","2015_100","2015=100",64.82634551,,
"TUR","Turkey","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2011-Q4","Q4-2011","IDX","Index","0","Units","2015_100","2015=100",65.89575733,,
"TUR","Turkey","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2012-Q1","Q1-2012","IDX","Index","0","Units","2015_100","2015=100",67.57883164,,
"TUR","Turkey","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2012-Q2","Q2-2012","IDX","Index","0","Units","2015_100","2015=100",70.03148268,,
"TUR","Turkey","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2012-Q3","Q3-2012","IDX","Index","0","Units","2015_100","2015=100",71.65259107,,
"TUR","Turkey","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2012-Q4","Q4-2012","IDX","Index","0","Units","2015_100","2015=100",72.4041777,,
"TUR","Turkey","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2013-Q1","Q1-2013","IDX","Index","0","Units","2015_100","2015=100",74.23916846,,
"TUR","Turkey","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2013-Q2","Q2-2013","IDX","Index","0","Units","2015_100","2015=100",77.17755235,,
"TUR","Turkey","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2013-Q3","Q3-2013","IDX","Index","0","Units","2015_100","2015=100",79.07650792,,
"TUR","Turkey","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2013-Q4","Q4-2013","IDX","Index","0","Units","2015_100","2015=100",80.74958773,,
"TUR","Turkey","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2015_100","2015=100",82.66853231,,
"TUR","Turkey","RP0101","RPPI - Sales of newly-built and existing dwellings; all types of dwellings","CN","Whole country","IXOB","Index","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2015_100","2015=100",85.9427315,,
